Name	Version	License
js-yaml	3.13.1	MIT
jsbn	0.1.1	MIT
jsdom	14.1.0	MIT
jsdom	11.12.0	MIT
jsesc	2.5.2	MIT
jsesc	0.5.0	MIT
json-parse-better-errors	1.0.2	MIT
json-schema-traverse	0.4.1	MIT
json-stable-stringify	1.0.1	MIT
json-stable-stringify-without-jsonify	1.0.1	MIT
json-stringify-pretty-compact	2.0.0	MIT
json3	3.3.3	MIT
json5	2.1.1	MIT
json5	1.0.1	MIT
jsonfile	4.0.0	MIT
jsprim	1.4.1	MIT
jss	10.0.4	MIT
jss-plugin-camel-case	10.0.4	MIT
jss-plugin-compose	10.0.4	MIT
jss-plugin-default-unit	10.0.4	MIT
jss-plugin-global	10.0.4	MIT
jss-plugin-isolate	10.0.4	MIT
jss-plugin-nested	10.0.4	MIT
jsx-ast-utils	2.2.3	MIT
kind-of	6.0.3	MIT
kind-of	3.2.2	MIT
kind-of	2.0.1	MIT
kind-of	5.1.0	MIT
kind-of	4.0.0	MIT
kleur	3.0.3	MIT
last-call-webpack-plugin	3.0.0	MIT
lazy-ass	1.6.0	MIT
lazy-cache	1.0.4	MIT
lazy-cache	0.2.7	MIT
lcid	2.0.0	MIT
leven	3.1.0	MIT
levenary	1.1.1	MIT
levn	0.3.0	MIT
lines-and-columns	1.1.6	MIT
listify	1.0.0	MIT
listr	0.14.3	MIT
listr-silent-renderer	1.1.1	MIT
listr-update-renderer	0.5.0	MIT
listr-verbose-renderer	0.5.0	MIT
load-json-file	2.0.0	MIT
load-json-file	4.0.0	MIT
loader-fs-cache	1.0.2	MIT
loader-runner	2.4.0	MIT
loader-utils	1.4.0	MIT
loader-utils	1.2.3	MIT
locate-path	5.0.0	MIT
locate-path	3.0.0	MIT
locate-path	2.0.0	MIT
lodash	4.17.15	MIT
lodash._reinterpolate	3.0.0	MIT
lodash.get	4.4.2	MIT
lodash.isequal	4.5.0	MIT
lodash.memoize	4.1.2	MIT
lodash.once	4.1.1	MIT
lodash.sortby	4.7.0	MIT
lodash.template	4.5.0	MIT
lodash.templatesettings	4.2.0	MIT
lodash.uniq	4.5.0	MIT
log-symbols	3.0.0	MIT
log-symbols	1.0.2	MIT
log-update	2.3.0	MIT
loglevel	1.6.7	MIT
longest-streak	2.0.4	MIT
loose-envify	1.4.0	MIT
lower-case	2.0.1	MIT
lowercase-keys	2.0.0	MIT
magic-string	0.25.7	MIT
make-dir	2.1.0	MIT
make-dir	3.0.2	MIT
mamacro	0.0.3	MIT
map-age-cleaner	0.1.3	MIT
map-cache	0.2.2	MIT
map-visit	1.0.0	MIT
markdown-escapes	1.0.4	MIT
markdown-table	1.1.3	MIT
markdown-to-jsx	6.11.0	MIT
md5.js	1.3.5	MIT
mdast-util-compact	1.0.4	MIT
media-typer	0.3.0	MIT
mem	4.3.0	MIT
memory-fs	0.4.1	MIT
memory-fs	0.5.0	MIT
merge-deep	3.0.2	MIT
merge-descriptors	1.0.1	MIT
merge-stream	2.0.0	MIT
merge2	1.3.0	MIT
methods	1.1.2	MIT
microevent.ts	0.1.1	MIT
micromatch	3.1.10	MIT
miller-rabin	4.0.1	MIT
mime	2.4.4	MIT
mime	1.6.0	MIT
mime-db	1.43.0	MIT
mime-types	2.1.26	MIT
mimic-fn	2.1.0	MIT
mimic-fn	1.2.0	MIT
min-indent	1.0.0	MIT
mini-create-react-context	0.3.2	MIT
mini-css-extract-plugin	0.9.0	MIT
mini-html-webpack-plugin	2.2.1	MIT
minimalistic-crypto-utils	1.0.1	MIT
minimist	1.2.5	MIT
minimist	0.0.8	MIT
minimist	1.2.0	MIT
mixin-deep	1.3.2	MIT
mixin-object	2.0.1	MIT
mkdirp	0.5.1	MIT
mock-socket	9.0.3	MIT
moment	2.24.0	MIT
mri	1.1.4	MIT
ms	2.1.2	MIT
ms	2.0.0	MIT
ms	2.1.1	MIT
multicast-dns	6.2.3	MIT
multicast-dns-service-types	1.1.0	MIT
nan	2.14.0	MIT
nanomatch	1.2.13	MIT
natural-compare	1.4.0	MIT
negotiator	0.6.2	MIT
neo-async	2.6.1	MIT
next-tick	1.0.0	MIT
nice-try	1.0.5	MIT
no-case	3.0.3	MIT
node-dir	0.1.17	MIT
node-fetch	1.7.3	MIT
node-fetch	2.6.0	MIT
node-int64	0.4.0	MIT
node-libs-browser	2.2.1	MIT
node-modules-regexp	1.0.0	MIT
node-notifier	5.4.3	MIT
node-releases	1.1.52	MIT
normalize-path	3.0.0	MIT
normalize-path	2.1.1	MIT
normalize-range	0.1.2	MIT
normalize-url	1.9.1	MIT
normalize-url	3.3.0	MIT
npm-run-path	2.0.2	MIT
num2fraction	1.2.2	MIT
number-is-nan	1.0.1	MIT
nwsapi	2.2.0	MIT
object-assign	4.1.1	MIT
object-assign	3.0.0	MIT
object-copy	0.1.0	MIT
object-hash	2.0.3	MIT
object-inspect	1.7.0	MIT
object-is	1.0.2	MIT
object-keys	1.1.1	MIT
object-path	0.11.4	MIT
object-visit	1.0.1	MIT
object.assign	4.1.0	MIT
object.entries	1.1.1	MIT
object.fromentries	2.0.2	MIT
object.getownpropertydescriptors	2.1.0	MIT
object.pick	1.3.0	MIT
object.values	1.1.1	MIT
obuf	1.1.2	MIT
on-finished	2.3.0	MIT
on-headers	1.0.2	MIT
onetime	5.1.0	MIT
onetime	1.1.0	MIT
onetime	2.0.1	MIT
open	7.0.3	MIT
open	6.4.0	MIT
opn	5.5.0	MIT
optimize-css-assets-webpack-plugin	5.0.3	MIT
optionator	0.8.3	MIT
ora	4.0.3	MIT
original	1.0.2	MIT
os-browserify	0.3.0	MIT
os-homedir	2.0.0	MIT
os-locale	3.1.0	MIT
os-tmpdir	1.0.2	MIT
ospath	1.2.2	MIT
p-defer	1.0.0	MIT
p-each-series	1.0.0	MIT
p-finally	1.0.0	MIT
p-is-promise	2.1.0	MIT
p-limit	2.2.2	MIT
p-limit	1.3.0	MIT
p-locate	4.1.0	MIT
p-locate	3.0.0	MIT
p-locate	2.0.0	MIT
p-map	3.0.0	MIT
p-map	2.1.0	MIT
p-reduce	1.0.0	MIT
p-retry	3.0.1	MIT
p-try	2.2.0	MIT
p-try	1.0.0	MIT
parallel-transform	1.2.0	MIT
param-case	3.0.3	MIT
parent-module	1.0.1	MIT
parse-entities	1.2.2	MIT
parse-json	4.0.0	MIT
parse-json	5.0.0	MIT
parse-json	2.2.0	MIT
parse5	5.1.0	MIT
parse5	4.0.0	MIT
parseurl	1.3.3	MIT
pascal-case	3.1.1	MIT
pascalcase	0.1.1	MIT
path-browserify	0.0.1	MIT
path-dirname	1.0.2	MIT
path-exists	4.0.0	MIT
path-exists	3.0.0	MIT
path-exists	2.1.0	MIT
path-is-absolute	1.0.1	MIT
path-key	2.0.1	MIT
path-key	3.1.1	MIT
path-parse	1.0.6	MIT
path-to-regexp	1.8.0	MIT
path-to-regexp	0.1.7	MIT
path-to-regexp	2.4.0	MIT
path-type	4.0.0	MIT
path-type	2.0.0	MIT
path-type	3.0.0	MIT
pbkdf2	3.0.17	MIT
pend	1.2.0	MIT
performance-now	2.1.0	MIT
picomatch	2.2.1	MIT
pify	4.0.1	MIT
pify	3.0.0	MIT
pify	2.3.0	MIT
pinkie	2.0.4	MIT
pinkie-promise	2.0.1	MIT
pirates	4.0.1	MIT
pkg-dir	3.0.0	MIT
pkg-dir	2.0.0	MIT
pkg-dir	4.2.0	MIT
pkg-dir	1.0.0	MIT
pkg-up	3.1.0	MIT
pkg-up	2.0.0	MIT
pn	1.1.0	MIT
pnp-webpack-plugin	1.6.0	MIT
portfinder	1.0.25	MIT
posix-character-classes	0.1.1	MIT
postcss	7.0.27	MIT
postcss	7.0.21	MIT
postcss-attribute-case-insensitive	4.0.2	MIT
postcss-calc	7.0.2	MIT
postcss-color-hex-alpha	5.0.3	MIT
postcss-color-rebeccapurple	4.0.1	MIT
postcss-colormin	4.0.3	MIT
postcss-convert-values	4.0.1	MIT
postcss-custom-media	7.0.8	MIT
postcss-custom-properties	8.0.11	MIT
postcss-custom-selectors	5.1.2	MIT
postcss-discard-comments	4.0.2	MIT
postcss-discard-duplicates	4.0.2	MIT
postcss-discard-empty	4.0.1	MIT
postcss-discard-overridden	4.0.1	MIT
postcss-flexbugs-fixes	4.1.0	MIT
postcss-font-variant	4.0.0	MIT
postcss-initial	3.0.2	MIT
postcss-load-config	2.1.0	MIT
postcss-loader	3.0.0	MIT
postcss-media-minmax	4.0.0	MIT
postcss-merge-longhand	4.0.11	MIT
postcss-merge-rules	4.0.3	MIT
postcss-minify-font-values	4.0.2	MIT
postcss-minify-gradients	4.0.2	MIT
postcss-minify-params	4.0.2	MIT
postcss-minify-selectors	4.0.2	MIT
postcss-modules-local-by-default	3.0.2	MIT
postcss-normalize-charset	4.0.1	MIT
postcss-normalize-display-values	4.0.2	MIT
postcss-normalize-positions	4.0.2	MIT
postcss-normalize-repeat-style	4.0.2	MIT
postcss-normalize-string	4.0.2	MIT
postcss-normalize-timing-functions	4.0.2	MIT
postcss-normalize-unicode	4.0.1	MIT
postcss-normalize-url	4.0.1	MIT
postcss-normalize-whitespace	4.0.2	MIT
postcss-ordered-values	4.1.2	MIT
postcss-page-break	2.0.0	MIT
postcss-reduce-initial	4.0.3	MIT
postcss-reduce-transforms	4.0.2	MIT
postcss-replace-overflow-wrap	3.0.0	MIT
postcss-safe-parser	4.0.1	MIT
postcss-selector-matches	4.0.0	MIT
postcss-selector-not	4.0.0	MIT
postcss-selector-parser	6.0.2	MIT
postcss-selector-parser	5.0.0	MIT
postcss-selector-parser	3.1.2	MIT
postcss-svgo	4.0.2	MIT
postcss-unique-selectors	4.0.1	MIT
postcss-value-parser	4.0.3	MIT
postcss-value-parser	3.3.1	MIT
postcss-values-parser	2.0.1	MIT
prelude-ls	1.1.2	MIT
prepend-http	1.0.4	MIT
pretty-bytes	5.3.0	MIT
pretty-error	2.1.1	MIT
pretty-format	24.9.0	MIT
pretty-format	25.1.0	MIT
prismjs	1.19.0	MIT
private	0.1.8	MIT
process	0.11.10	MIT
process-nextick-args	2.0.1	MIT
progress	2.0.3	MIT
promise	7.3.1	MIT
promise	8.1.0	MIT
promise-polyfill	8.1.3	MIT
prompts	2.3.1	MIT
prop-types	15.7.2	MIT
proxy-addr	2.0.6	MIT
prr	1.0.1	MIT
psl	1.7.0	MIT
public-encrypt	4.0.3	MIT
pump	3.0.0	MIT
pump	2.0.1	MIT
pumpify	1.5.1	MIT
punycode	2.1.1	MIT
punycode	1.4.1	MIT
punycode	1.3.2	MIT
q	1.5.1	MIT
q-i	2.0.1	MIT
qss	2.0.3	MIT
query-string	4.3.4	MIT
querystring	0.2.0	MIT
querystring-es3	0.2.1	MIT
querystringify	2.1.1	MIT
raf	3.4.1	MIT
ramda	0.26.1	MIT
randombytes	2.1.0	MIT
randomfill	1.0.4	MIT
range-parser	1.2.1	MIT
raw-body	2.4.0	MIT
re-resizable	6.2.0	MIT
react	16.13.0	MIT
react-ace	8.0.0	MIT
react-app-polyfill	1.0.6	MIT
react-datetime	2.16.3	MIT
react-dev-utils	10.2.0	MIT
react-dev-utils	9.1.0	MIT
react-docgen	5.3.0	MIT
react-docgen-annotation-resolver	2.0.0	MIT
react-docgen-displayname-handler	3.0.0	MIT
react-dom	16.13.0	MIT
react-draggable	4.2.0	MIT
react-dropdown	1.7.0	MIT
react-error-overlay	6.0.6	MIT
react-grid-layout	0.18.2	MIT
react-group	3.0.2	MIT
react-icons	3.9.0	MIT
react-is	16.13.0	MIT
react-json-pretty	2.2.0	MIT
react-lifecycles-compat	3.0.4	MIT
react-modal	3.11.2	MIT
react-onclickoutside	6.9.0	MIT
react-redux	7.2.0	MIT
react-resizable	1.10.1	MIT
react-rnd	10.1.6	MIT
react-router	5.1.2	MIT
react-router-dom	5.1.2	MIT
react-scripts	3.4.0	MIT
react-simple-code-editor	0.10.0	MIT
react-styleguidist	11.0.1	MIT
react-toastify	5.5.0	MIT
react-uid	2.2.0	MIT
read-pkg	2.0.0	MIT
read-pkg	3.0.0	MIT
read-pkg-up	2.0.0	MIT
read-pkg-up	4.0.0	MIT
readable-stream	2.3.7	MIT
readable-stream	3.6.0	MIT
readdirp	2.2.1	MIT
readdirp	3.3.0	MIT
realpath-native	1.1.0	MIT
recast	0.18.7	MIT
recursive-readdir	2.2.2	MIT
redent	3.0.0	MIT
redux	4.0.5	MIT
redux-logger	3.0.6	MIT
redux-thunk	2.3.0	MIT
redux-undo	1.0.1	MIT
regenerate	1.4.0	MIT
regenerate-unicode-properties	8.2.0	MIT
regenerator-runtime	0.13.5	MIT
regenerator-runtime	0.11.1	MIT
regenerator-transform	0.14.3	MIT
regex-not	1.0.2	MIT
regex-parser	2.2.10	MIT
regexp.prototype.flags	1.3.0	MIT
regexpp	3.0.0	MIT
regexpp	2.0.1	MIT
regexpu-core	4.7.0	MIT
regjsgen	0.5.1	MIT
relateurl	0.2.7	MIT
remark	11.0.2	MIT
remark-parse	7.0.2	MIT
remark-stringify	7.0.4	MIT
renderkid	2.0.3	MIT
repeat-element	1.1.3	MIT
repeat-string	1.6.1	MIT
replace-ext	1.0.0	MIT
request-progress	3.0.0	MIT
require-directory	2.1.1	MIT
requires-port	1.0.0	MIT
resolve	1.15.0	MIT
resolve	1.15.1	MIT
resolve	1.1.7	MIT
resolve-cwd	2.0.0	MIT
resolve-from	4.0.0	MIT
resolve-from	3.0.0	MIT
resolve-pathname	3.0.0	MIT
resolve-url	0.2.1	MIT
resolve-url-loader	3.1.1	MIT
restore-cursor	3.1.0	MIT
restore-cursor	1.0.1	MIT
restore-cursor	2.0.0	MIT
ret	0.1.15	MIT
retry	0.12.0	MIT
rework	1.0.1	MIT
rework-visit	1.0.0	MIT
rfdc	1.1.4	MIT
rgb-regex	1.0.1	MIT
rgba-regex	1.0.0	MIT
ripemd160	2.0.2	MIT
rsvp	4.8.5	MIT
run-async	2.4.0	MIT
safe-buffer	5.1.2	MIT
safe-buffer	5.2.0	MIT
safe-regex	1.1.0	MIT
safer-buffer	2.1.2	MIT
sane	4.1.0	MIT
sass-loader	8.0.2	MIT
scheduler	0.19.0	MIT
schema-utils	2.6.5	MIT
schema-utils	1.0.0	MIT
select	1.1.2	MIT
select-hose	2.0.0	MIT
selfsigned	1.10.7	MIT
send	0.17.1	MIT
serve-index	1.9.1	MIT
serve-static	1.14.1	MIT
set-value	2.0.1	MIT
setimmediate	1.0.5	MIT
shallow-clone	3.0.1	MIT
shallow-clone	0.1.2	MIT
shebang-command	1.2.0	MIT
shebang-command	2.0.0	MIT
shebang-regex	1.0.0	MIT
shebang-regex	3.0.0	MIT
shell-quote	1.7.2	MIT
shellwords	0.1.1	MIT
simple-swizzle	0.2.2	MIT
sisteransi	1.0.4	MIT
slash	2.0.0	MIT
slash	3.0.0	MIT
slash	1.0.0	MIT
slice-ansi	2.1.0	MIT
slice-ansi	0.0.4	MIT
snapdragon	0.8.2	MIT
snapdragon-node	2.1.1	MIT
snapdragon-util	3.0.1	MIT
sockjs	0.3.19	MIT
sockjs-client	1.4.0	MIT
sort-keys	1.1.2	MIT
source-list-map	2.0.1	MIT
source-map-resolve	0.5.3	MIT
source-map-support	0.5.16	MIT
source-map-url	0.4.0	MIT
sourcemap-codec	1.4.8	MIT
sparkles	1.0.1	MIT
spdx-expression-parse	3.0.0	MIT
spdy	4.0.1	MIT
spdy-transport	3.0.0	MIT
split-string	3.1.0	MIT
sshpk	1.16.1	MIT
stable	0.1.8	MIT
stack-utils	1.0.2	MIT
state-toggle	1.0.3	MIT
static-extend	0.1.2	MIT
statuses	1.5.0	MIT
stream-browserify	2.0.2	MIT
stream-each	1.2.3	MIT
stream-http	2.8.3	MIT
stream-shift	1.0.1	MIT
strict-uri-encode	1.1.0	MIT
string_decoder	1.3.0	MIT
string_decoder	1.1.1	MIT
string-length	3.1.0	MIT
string-length	2.0.0	MIT
string-width	4.2.0	MIT
string-width	3.1.0	MIT
string-width	2.1.1	MIT
string-width	1.0.2	MIT
string.prototype.trimleft	2.1.1	MIT
string.prototype.trimright	2.1.1	MIT
stringify-entities	2.0.0	MIT
strip-ansi	5.2.0	MIT
strip-ansi	6.0.0	MIT
strip-ansi	3.0.1	MIT
strip-ansi	4.0.0	MIT
strip-bom	3.0.0	MIT
strip-comments	1.0.2	MIT
strip-eof	1.0.0	MIT
strip-html-comments	1.0.0	MIT
strip-indent	3.0.0	MIT
strip-json-comments	3.0.1	MIT
style-loader	0.23.1	MIT
stylehacks	4.0.3	MIT
supports-color	6.1.0	MIT
supports-color	5.5.0	MIT
supports-color	7.1.0	MIT
supports-color	2.0.0	MIT
svg-parser	2.0.4	MIT
svgo	1.3.2	MIT
symbol-observable	1.2.0	MIT
symbol-tree	3.2.4	MIT
tapable	1.1.3	MIT
terser-webpack-plugin	2.3.4	MIT
terser-webpack-plugin	1.4.3	MIT
terser-webpack-plugin	2.3.5	MIT
text-table	0.2.0	MIT
throat	4.1.0	MIT
throttleit	1.0.0	MIT
through	2.3.8	MIT
through2	2.0.5	MIT
thunky	1.1.0	MIT
timers-browserify	2.0.11	MIT
timsort	0.3.0	MIT
tiny-emitter	2.1.0	MIT
tiny-invariant	1.1.0	MIT
tiny-warning	1.0.3	MIT
tmp	0.0.33	MIT
tmp	0.1.0	MIT
to-arraybuffer	1.0.1	MIT
to-ast	1.0.0	MIT
to-fast-properties	2.0.0	MIT
to-object-path	0.3.0	MIT
to-regex	3.0.2	MIT
to-regex-range	2.1.1	MIT
to-regex-range	5.0.1	MIT
toidentifier	1.0.0	MIT
tr46	1.0.1	MIT
trim	0.0.1	MIT
trim-trailing-lines	1.1.3	MIT
trough	1.0.5	MIT
ts-pnp	1.1.5	MIT
ts-pnp	1.1.6	MIT
tsutils	3.17.1	MIT
tty-browserify	0.0.0	MIT
type-check	0.3.2	MIT
type-detect	4.0.8	MIT
type-is	1.6.18	MIT
typedarray	0.0.6	MIT
ua-parser-js	0.7.21	MIT
unherit	1.1.3	MIT
unicode-canonical-property-names-ecmascript	1.0.4	MIT
unicode-match-property-ecmascript	1.0.4	MIT
unicode-match-property-value-ecmascript	1.2.0	MIT
unicode-property-aliases-ecmascript	1.1.0	MIT
unified	8.4.2	MIT
union-value	1.0.1	MIT
uniq	1.0.1	MIT
uniqs	2.0.0	MIT
unist-util-is	4.0.2	MIT
unist-util-is	3.0.0	MIT
unist-util-remove-position	1.1.4	MIT
unist-util-stringify-position	2.0.3	MIT
unist-util-visit	2.0.2	MIT
unist-util-visit	1.4.1	MIT
unist-util-visit-parents	3.0.2	MIT
unist-util-visit-parents	2.1.2	MIT
universalify	0.1.2	MIT
unpipe	1.0.0	MIT
unquote	1.1.1	MIT
unset-value	1.0.0	MIT
untildify	4.0.0	MIT
upath	1.2.0	MIT
urix	0.1.0	MIT
url	0.11.0	MIT
url-loader	2.3.0	MIT
url-parse	1.4.7	MIT
use	3.1.1	MIT
util	0.11.1	MIT
util	0.10.3	MIT
util-deprecate	1.0.2	MIT
util.promisify	1.0.0	MIT
util.promisify	1.0.1	MIT
utila	0.4.0	MIT
utils-merge	1.0.1	MIT
uuid	3.4.0	MIT
v8-compile-cache	2.1.0	MIT
value-equal	1.0.1	MIT
vary	1.1.2	MIT
vendors	1.0.4	MIT
verror	1.10.0	MIT
vfile	4.0.3	MIT
vfile-location	2.0.6	MIT
vfile-message	2.0.3	MIT
vm-browserify	1.1.2	MIT
w3c-hr-time	1.0.2	MIT
w3c-xmlserializer	1.1.2	MIT
warning	4.0.3	MIT
watchpack	1.6.0	MIT
wbuf	1.7.3	MIT
wcwidth	1.0.1	MIT
webpack	4.41.5	MIT
webpack-dev-middleware	3.7.2	MIT
webpack-dev-server	3.10.2	MIT
webpack-dev-server	3.10.3	MIT
webpack-log	2.0.0	MIT
webpack-manifest-plugin	2.2.0	MIT
webpack-merge	4.2.2	MIT
webpack-sources	1.4.3	MIT
websocket-extensions	0.1.3	MIT
whatwg-encoding	1.0.5	MIT
whatwg-fetch	3.0.0	MIT
whatwg-mimetype	2.3.0	MIT
whatwg-url	7.1.0	MIT
whatwg-url	6.5.0	MIT
word-wrap	1.2.3	MIT
workbox-background-sync	4.3.1	MIT
workbox-broadcast-update	4.3.1	MIT
workbox-build	4.3.1	MIT
workbox-cacheable-response	4.3.1	MIT
workbox-core	4.3.1	MIT
workbox-expiration	4.3.1	MIT
workbox-google-analytics	4.3.1	MIT
workbox-navigation-preload	4.3.1	MIT
workbox-precaching	4.3.1	MIT
workbox-range-requests	4.3.1	MIT
workbox-routing	4.3.1	MIT
workbox-strategies	4.3.1	MIT
workbox-streams	4.3.1	MIT
workbox-sw	4.3.1	MIT
workbox-webpack-plugin	4.3.1	MIT
workbox-window	4.3.1	MIT
worker-farm	1.7.0	MIT
worker-rpc	0.1.1	MIT
wrap-ansi	2.1.0	MIT
wrap-ansi	5.1.0	MIT
wrap-ansi	6.2.0	MIT
wrap-ansi	3.0.1	MIT
write	1.0.3	MIT
ws	6.2.1	MIT
ws	5.2.2	MIT
xmlchars	2.2.0	MIT
xtend	4.0.2	MIT
yargs	12.0.5	MIT
yargs	13.3.0	MIT
yargs	15.3.0	MIT
yauzl	2.10.0	MIT
yauzl	2.4.1	MIT
@cnakazawa/watch	1.0.4	Apache-2.0
@xtuc/long	4.2.2	Apache-2.0
ansi-html	0.0.7	Apache-2.0
aria-query	3.0.0	Apache-2.0
aria-query	4.0.2	Apache-2.0
aws-sign2	0.7.0	Apache-2.0
axobject-query	2.1.2	Apache-2.0
bser	2.1.1	Apache-2.0
caseless	0.12.0	Apache-2.0
diff-match-patch	1.0.4	Apache-2.0
doctrine	3.0.0	Apache-2.0
doctrine	2.1.0	Apache-2.0
eslint-visitor-keys	1.1.0	Apache-2.0
faye-websocket	0.11.3	Apache-2.0
fb-watchman	2.0.1	Apache-2.0
forever-agent	0.6.1	Apache-2.0
oauth-sign	0.9.0	Apache-2.0
request	2.88.2	Apache-2.0
request	2.88.0	Apache-2.0
rxjs	6.5.4	Apache-2.0
spdx-correct	3.1.0	Apache-2.0
tslib	1.10.0	Apache-2.0
tslib	1.11.1	Apache-2.0
tunnel-agent	0.6.0	Apache-2.0
validate-npm-package-license	3.0.4	Apache-2.0
walker	1.0.7	Apache-2.0
websocket-driver	0.7.3	Apache-2.0
xml-name-validator	3.0.0	Apache-2.0
@csstools/convert-colors	1.4.0	CC0-1.0
@csstools/normalize.css	10.1.0	CC0-1.0
array-flat-polyfill	1.0.1	CC0-1.0
css-blank-pseudo	0.1.4	CC0-1.0
css-has-pseudo	0.10.0	CC0-1.0
css-prefers-color-scheme	3.1.1	CC0-1.0
cssdb	4.4.0	CC0-1.0
mdn-data	2.0.4	CC0-1.0
postcss-browser-comments	3.0.0	CC0-1.0
postcss-color-functional-notation	2.0.1	CC0-1.0
postcss-color-mod-function	3.0.3	CC0-1.0
postcss-dir-pseudo-class	5.0.0	CC0-1.0
postcss-double-position-gradients	1.0.0	CC0-1.0
postcss-env-function	2.0.2	CC0-1.0
postcss-focus-visible	4.0.0	CC0-1.0
postcss-focus-within	3.0.0	CC0-1.0
postcss-gap-properties	2.0.0	CC0-1.0
postcss-image-set-function	3.0.1	CC0-1.0
postcss-lab-function	2.0.1	CC0-1.0
postcss-logical	3.0.0	CC0-1.0
postcss-nesting	7.0.1	CC0-1.0
postcss-normalize	8.0.1	CC0-1.0
postcss-overflow-shorthand	2.0.0	CC0-1.0
postcss-place	4.0.1	CC0-1.0
postcss-preset-env	6.7.0	CC0-1.0
postcss-pseudo-class-any-link	6.0.0	CC0-1.0
sanitize.css	10.0.0	CC0-1.0
spdx-license-ids	3.0.5	CC0-1.0
@hapi/address	2.1.4	BSD-3-Clause
@hapi/bourne	1.3.2	BSD-3-Clause
@hapi/hoek	8.5.1	BSD-3-Clause
@hapi/joi	15.1.1	BSD-3-Clause
@hapi/topo	3.1.6	BSD-3-Clause
@xtuc/ieee754	1.2.0	BSD-3-Clause
abab	2.0.3	BSD-3-Clause
ace-builds	1.4.8	BSD-3-Clause
babel-plugin-istanbul	5.2.0	BSD-3-Clause
bcrypt-pbkdf	1.0.2	BSD-3-Clause
d3-array	2.4.0	BSD-3-Clause
d3-array	1.2.4	BSD-3-Clause
d3-collection	1.0.7	BSD-3-Clause
d3-color	1.4.0	BSD-3-Clause
d3-contour	1.3.2	BSD-3-Clause
d3-dispatch	1.0.6	BSD-3-Clause
d3-dsv	1.2.0	BSD-3-Clause
d3-force	2.0.1	BSD-3-Clause
d3-force	1.2.1	BSD-3-Clause
d3-format	1.4.3	BSD-3-Clause
d3-geo	1.11.9	BSD-3-Clause
d3-geo-projection	2.8.1	BSD-3-Clause
d3-hierarchy	1.1.9	BSD-3-Clause
d3-interpolate	1.4.0	BSD-3-Clause
d3-path	1.0.9	BSD-3-Clause
d3-quadtree	1.0.7	BSD-3-Clause
d3-scale	3.2.1	BSD-3-Clause
d3-scale	2.2.2	BSD-3-Clause
d3-scale-chromatic	1.5.0	BSD-3-Clause
d3-shape	1.3.7	BSD-3-Clause
d3-time	1.1.0	BSD-3-Clause
d3-time-format	2.2.3	BSD-3-Clause
d3-timer	1.0.10	BSD-3-Clause
d3-voronoi	1.1.4	BSD-3-Clause
eslint-plugin-flowtype	4.6.0	BSD-3-Clause
esquery	1.1.0	BSD-3-Clause
exenv	1.2.2	BSD-3-Clause
filesize	6.0.1	BSD-3-Clause
filesize	3.6.1	BSD-3-Clause
hoist-non-react-statics	3.3.2	BSD-3-Clause
hyphenate-style-name	1.0.3	BSD-3-Clause
ieee754	1.1.13	BSD-3-Clause
istanbul-lib-coverage	2.0.5	BSD-3-Clause
istanbul-lib-instrument	3.3.0	BSD-3-Clause
istanbul-lib-report	2.0.8	BSD-3-Clause
istanbul-lib-source-maps	3.0.6	BSD-3-Clause
istanbul-reports	2.2.7	BSD-3-Clause
makeerror	1.0.11	BSD-3-Clause
qs	6.7.0	BSD-3-Clause
qs	6.5.2	BSD-3-Clause
react-transition-group	4.3.0	BSD-3-Clause
rw	1.3.3	BSD-3-Clause
serialize-javascript	2.1.2	BSD-3-Clause
source-map	0.5.7	BSD-3-Clause
source-map	0.6.1	BSD-3-Clause
sprintf-js	1.0.3	BSD-3-Clause
table	5.4.6	BSD-3-Clause
tmpl	1.0.4	BSD-3-Clause
tough-cookie	2.5.0	BSD-3-Clause
tough-cookie	2.4.3	BSD-3-Clause
vega	5.10.0	BSD-3-Clause
vega-canvas	1.2.1	BSD-3-Clause
vega-crossfilter	4.0.1	BSD-3-Clause
vega-crossfilter	3.0.1	BSD-3-Clause
vega-dataflow	5.5.0	BSD-3-Clause
vega-dataflow	4.1.0	BSD-3-Clause
vega-embed	6.4.0	BSD-3-Clause
vega-encode	4.5.2	BSD-3-Clause
vega-encode	3.2.2	BSD-3-Clause
vega-event-selector	2.0.2	BSD-3-Clause
vega-expression	2.6.3	BSD-3-Clause
vega-force	4.0.3	BSD-3-Clause
vega-force	3.0.0	BSD-3-Clause
vega-functions	5.5.1	BSD-3-Clause
vega-geo	4.3.0	BSD-3-Clause
vega-geo	3.1.1	BSD-3-Clause
vega-hierarchy	4.0.3	BSD-3-Clause
vega-hierarchy	3.1.0	BSD-3-Clause
vega-lib	4.4.0	BSD-3-Clause
vega-lite	4.6.0	BSD-3-Clause
vega-loader	4.2.0	BSD-3-Clause
vega-loader	3.1.0	BSD-3-Clause
vega-parser	5.13.0	BSD-3-Clause
vega-parser	3.9.0	BSD-3-Clause
vega-projection	1.4.0	BSD-3-Clause
vega-regression	1.0.5	BSD-3-Clause
vega-runtime	5.0.2	BSD-3-Clause
vega-runtime	3.2.0	BSD-3-Clause
vega-scale	6.0.0	BSD-3-Clause
vega-scale	2.5.1	BSD-3-Clause
vega-scenegraph	4.6.0	BSD-3-Clause
